Kraj;Okres;Obec;Katastr
Jihočeský kraj;Strakonice;Bezdědovice;Bezdědovice
Jihočeský kraj;Strakonice;Skály;Skály u Kváskovic
Jihočeský kraj;Strakonice;Lažánky;Lažánky
Jihočeský kraj;Tábor;Katov;Katov u Budislavi
Jihočeský kraj;Tábor;Nadějkov;Brtec
Jihočeský kraj;Tábor;Nadějkov;Vratišov
Jihočeský kraj;Tábor;Nadějkov;Chlístov u Nadějkova
Jihočeský kraj;Tábor;Nadějkov;Nadějkov
Jihočeský kraj;Tábor;Nadějkov;Starcova Lhota
Jihočeský kraj;Tábor;Nadějkov;Mozolov
Jihočeský kraj;Tábor;Nadějkov;Modlíkov
Jihočeský kraj;Tábor;Nadějkov;Petříkovice
Jihočeský kraj;Tábor;Turovec;Turovec
Jihočeský kraj;Tábor;Tábor;Čekanice u Tábora
Jihočeský kraj;Tábor;Tábor;Stoklasná Lhota
Jihočeský kraj;Tábor;Tábor;Čelkovice
Jihočeský kraj;Tábor;Tábor;Hlinice
Jihočeský kraj;Tábor;Tábor;Horky u Tábora
Jihočeský kraj;Tábor;Tábor;Klokoty
Jihočeský kraj;Tábor;Tábor;Měšice u Tábora
Jihočeský kraj;Tábor;Tábor;Náchod u Tábora
Jihočeský kraj;Tábor;Tábor;Tábor
Jihočeský kraj;Tábor;Tábor;Zárybničná Lhota
Jihočeský kraj;Tábor;Bechyně;Bechyně
Jihočeský kraj;Tábor;Bechyně;Senožaty u Bechyně
Jihočeský kraj;Tábor;Bechyně;Hvožďany u Bechyně
Jihočeský kraj;Tábor;Borkovice;Borkovice
Jihočeský kraj;Tábor;Borotín;Borotín u Tábora
Jihočeský kraj;Tábor;Borotín;Kamenná Lhota u Borotína
Jihočeský kraj;Tábor;Borotín;Pikov
Jihočeský kraj;Tábor;Borotín;Libenice u Tábora
Jihočeský kraj;Tábor;Bradáčov;Bradáčov
Jihočeský kraj;Tábor;Bradáčov;Horní Světlá u Bradáčova
Jihočeský kraj;Tábor;Březnice;Březnice u Bechyně
Jihočeský kraj;Tábor;Budislav;Budislav
Jihočeský kraj;Tábor;Budislav;Hlavňov u Budislavi
Jihočeský kraj;Tábor;Budislav;Záluží u Budislavě
Jihočeský kraj;Tábor;Dírná;Dírná
Jihočeský kraj;Tábor;Dírná;Nová Ves u Dírné
Jihočeský kraj;Tábor;Dírná;Záříčí u Dírné
Jihočeský kraj;Tábor;Dírná;Závsí
Jihočeský kraj;Tábor;Dírná;Lžín
Jihočeský kraj;Tábor;Dobronice u Bechyně;Dobronice u Bechyně
Jihočeský kraj;Tábor;Dolní Hořice;Dolní Hořice
Jihočeský kraj;Tábor;Dolní Hořice;Kladruby
Jihočeský kraj;Tábor;Dolní Hořice;Lejčkov
Jihočeský kraj;Tábor;Dolní Hořice;Chotčiny
Jihočeský kraj;Tábor;Dolní Hořice;Mašovice
Jihočeský kraj;Tábor;Dolní Hořice;Hartvíkov
Jihočeský kraj;Tábor;Dolní Hořice;Oblajovice
Jihočeský kraj;Tábor;Dolní Hořice;Nové Dvory u Pořína
Jihočeský kraj;Tábor;Dolní Hořice;Pořín
Jihočeský kraj;Tábor;Dolní Hořice;Prasetín
Jihočeský kraj;Tábor;Dráchov;Dráchov
Jihočeský kraj;Tábor;Dražice;Dražice u Tábora
Jihočeský kraj;Tábor;Dražičky;Dražičky
Jihočeský kraj;Tábor;Hlavatce;Debrník
Jihočeský kraj;Tábor;Hlavatce;Hlavatce
Jihočeský kraj;Tábor;Hlavatce;Vyhnanice
Jihočeský kraj;Tábor;Chotěmice;Chotěmice
Jihočeský kraj;Tábor;Chotoviny;Červené Záhoří
Jihočeský kraj;Tábor;Chotoviny;Chotoviny
Jihočeský kraj;Tábor;Chotoviny;Liderovice
Jihočeský kraj;Tábor;Chotoviny;Moraveč u Chotovin
Jihočeský kraj;Tábor;Chotoviny;Sedlečko u Chotovin
Jihočeský kraj;Tábor;Chotoviny;Vrážná
Jihočeský kraj;Tábor;Chotoviny;Beranova Lhota
Jihočeský kraj;Tábor;Chotoviny;Broučkova Lhota
Jihočeský kraj;Tábor;Chotoviny;Jeníčkova Lhota
Jihočeský kraj;Tábor;Chotoviny;Řevnov
Jihočeský kraj;Tábor;Choustník;Choustník
Jihočeský kraj;Tábor;Choustník;Kajetín
Jihočeský kraj;Tábor;Choustník;Předboř u Choustníku
Jihočeský kraj;Tábor;Chýnov;Dobronice u Chýnova
Jihočeský kraj;Tábor;Chýnov;Chýnov u Tábora
Jihočeský kraj;Tábor;Chýnov;Záhostice
Jihočeský kraj;Tábor;Chýnov;Kloužovice
Jihočeský kraj;Tábor;Chýnov;Velmovice
Jihočeský kraj;Tábor;Jistebnice;Božejovice
Jihočeský kraj;Tábor;Jistebnice;Drahnětice
Jihočeský kraj;Tábor;Jistebnice;Svoříž
Jihočeský kraj;Tábor;Jistebnice;Cunkov
Jihočeský kraj;Tábor;Jistebnice;Chlum u Jistebnice
Jihočeský kraj;Tábor;Jistebnice;Jistebnice
Jihočeský kraj;Tábor;Jistebnice;Plechov
Jihočeský kraj;Tábor;Jistebnice;Pohoří u Jistebnice
Jihočeský kraj;Tábor;Jistebnice;Zvěstonín
Jihočeský kraj;Tábor;Jistebnice;Makov u Jistebnice
Jihočeský kraj;Tábor;Jistebnice;Padařov
Jihočeský kraj;Tábor;Jistebnice;Vlásenice u Makova
Jihočeský kraj;Tábor;Jistebnice;Orlov u Jistebnice
Jihočeský kraj;Tábor;Košice;Doubí nad Lužnicí
Jihočeský kraj;Tábor;Košice;Košice u Soběslavi
Jihočeský kraj;Tábor;Malšice;Čenkov u Malšic
Jihočeský kraj;Tábor;Malšice;Dobřejice
Jihočeský kraj;Tábor;Malšice;Třebelice
Jihočeský kraj;Tábor;Malšice;Všechlapy u Malšic
Jihočeský kraj;Tábor;Malšice;Malšice
Jihočeský kraj;Tábor;Malšice;Maršov u Tábora
Jihočeský kraj;Tábor;Malšice;Obora u Maršova
Jihočeský kraj;Tábor;Mladá Vožice;Bendovo Záhoří
Jihočeský kraj;Tábor;Mladá Vožice;Blanice u Mladé Vožice
Jihočeský kraj;Tábor;Mladá Vožice;Krchova Lomná
Jihočeský kraj;Tábor;Mladá Vožice;Janov u Mladé Vožice
Jihočeský kraj;Tábor;Mladá Vožice;Mladá Vožice
Jihočeský kraj;Tábor;Mladá Vožice;Noskov
Jihočeský kraj;Tábor;Mladá Vožice;Radvanov u Mladé Vožice
Jihočeský kraj;Tábor;Mladá Vožice;Stará Vožice
Jihočeský kraj;Tábor;Mlýny;Mlýny u Choustníku
Jihočeský kraj;Tábor;Myslkovice;Myslkovice
Jihočeský kraj;Tábor;Nemyšl;Hoštice u Nemyšle
Jihočeský kraj;Tábor;Nemyšl;Dědice u Nemyšle
Jihočeský kraj;Tábor;Nemyšl;Nemyšl
Jihočeský kraj;Tábor;Nemyšl;Prudice
Jihočeský kraj;Tábor;Nová Ves u Chýnova;Nová Ves u Chýnova
Jihočeský kraj;Tábor;Oldřichov;Oldřichov u Mladé Vožice
Jihočeský kraj;Tábor;Opařany;Opařany
Jihočeský kraj;Tábor;Opařany;Podboří
Jihočeský kraj;Tábor;Opařany;Oltyně
Jihočeský kraj;Tábor;Opařany;Nové Dvory u Opařan
Jihočeský kraj;Tábor;Opařany;Olší u Opařan
Jihočeský kraj;Tábor;Opařany;Skrýchov u Opařan
Jihočeský kraj;Tábor;Planá nad Lužnicí;Planá nad Lužnicí
Jihočeský kraj;Tábor;Pohnání;Pohnání
Jihočeský kraj;Tábor;Pojbuky;Pojbuky
Jihočeský kraj;Tábor;Pojbuky;Zadní Lomná
Jihočeský kraj;Tábor;Přehořov;Hrušova Lhota
Jihočeský kraj;Tábor;Přehořov;Kvasejovice u Soběslavi
Jihočeský kraj;Tábor;Přehořov;Přehořov u Soběslavi
Jihočeský kraj;Tábor;Radenín;Hroby
Jihočeský kraj;Tábor;Radenín;Kozmice u Chýnova
Jihočeský kraj;Tábor;Radenín;Lažany u Chýnova
Jihočeský kraj;Tábor;Radenín;Bítov u Radenína
Jihočeský kraj;Tábor;Radenín;Radenín
Jihočeský kraj;Tábor;Radětice;Radětice u Bechyně
Jihočeský kraj;Tábor;Radimovice u Želče;Radimovice u Želče
Jihočeský kraj;Tábor;Radkov;Radkov u Tábora
Jihočeský kraj;Tábor;Rataje;Rataje u Bechyně
Jihočeský kraj;Tábor;Ratibořské Hory;Dub u Ratibořských Hor
Jihočeský kraj;Tábor;Ratibořské Hory;Podolí u Ratibořských Hor
Jihočeský kraj;Tábor;Ratibořské Hory;Ratibořice u Tábora
Jihočeský kraj;Tábor;Ratibořské Hory;Ratibořské Hory
Jihočeský kraj;Tábor;Ratibořské Hory;Vřesce
Jihočeský kraj;Tábor;Roudná;Roudná nad Lužnicí
Jihočeský kraj;Tábor;Řepeč;Řepeč
Jihočeský kraj;Tábor;Sezimovo Ústí;Sezimovo Ústí
Jihočeský kraj;Tábor;Skalice;Rybova Lhota
Jihočeský kraj;Tábor;Skalice;Skalice nad Lužnicí
Jihočeský kraj;Tábor;Skalice;Třebiště
Jihočeský kraj;Tábor;Skopytce;Chabrovice
Jihočeský kraj;Tábor;Skopytce;Skopytce
Jihočeský kraj;Tábor;Smilovy Hory;Radostovice u Smilových Hor
Jihočeský kraj;Tábor;Smilovy Hory;Smilovy Hory
Jihočeský kraj;Tábor;Smilovy Hory;Stojslavice
Jihočeský kraj;Tábor;Smilovy Hory;Malý Ježov
Jihočeský kraj;Tábor;Smilovy Hory;Velký Ježov
Jihočeský kraj;Tábor;Smilovy Hory;Těchobuz II
Jihočeský kraj;Tábor;Soběslav;Soběslav
Jihočeský kraj;Tábor;Soběslav;Chlebov
Jihočeský kraj;Tábor;Soběslav;Nedvědice u Soběslavi
Jihočeský kraj;Tábor;Stádlec;Křída u Stádlce
Jihočeský kraj;Tábor;Stádlec;Slavňovice
Jihočeský kraj;Tábor;Stádlec;Stádlec
Jihočeský kraj;Tábor;Stádlec;Staré Sedlo u Stádlce
Jihočeský kraj;Tábor;Sudoměřice u Bechyně;Bechyňská Smoleč
Jihočeský kraj;Tábor;Sudoměřice u Bechyně;Bežerovice
Jihočeský kraj;Tábor;Sudoměřice u Bechyně;Sudoměřice u Bechyně
Jihočeský kraj;Tábor;Sudoměřice u Tábora;Sudoměřice u Tábora
Jihočeský kraj;Tábor;Sviny;Kundratice u Svinů
Jihočeský kraj;Tábor;Sviny;Sviny
Jihočeský kraj;Tábor;Šebířov;Křekovice u Vyšetic
Jihočeský kraj;Tábor;Šebířov;Šebířov
Jihočeský kraj;Tábor;Šebířov;Záříčí u Mladé Vožice
Jihočeský kraj;Tábor;Šebířov;Vyšetice
Jihočeský kraj;Tábor;Tučapy;Brandlín u Tučap
Jihočeský kraj;Tábor;Tučapy;Dvorce u Tučap
Jihočeský kraj;Tábor;Tučapy;Tučapy u Soběslavi
Jihočeský kraj;Tábor;Val;Hamr nad Nežárkou
Jihočeský kraj;Tábor;Val;Val u Veselí nad Lužnicí
Jihočeský kraj;Tábor;Vesce;Čeraz
Jihočeský kraj;Tábor;Vesce;Mokrá u Soběslavi
Jihočeský kraj;Tábor;Vesce;Vesce u Soběslavi
Jihočeský kraj;Tábor;Veselí nad Lužnicí;Horusice
Jihočeský kraj;Tábor;Veselí nad Lužnicí;Veselí nad Lužnicí
Jihočeský kraj;Tábor;Vilice;Vilice
Jihočeský kraj;Tábor;Vlastiboř;Svinky
Jihočeský kraj;Tábor;Vlastiboř;Vlastiboř u Soběslavi
Jihočeský kraj;Tábor;Vlastiboř;Záluží u Vlastiboře
Jihočeský kraj;Tábor;Vlkov;Vlkov nad Lužnicí
Jihočeský kraj;Tábor;Vodice;Babčice
Jihočeský kraj;Tábor;Vodice;Domamyšl
Jihočeský kraj;Tábor;Vodice;Malešín u Vodice
Jihočeský kraj;Tábor;Vodice;Vodice u Tábora
Jihočeský kraj;Tábor;Zálší;Klečaty
Jihočeský kraj;Tábor;Zálší;Zálší
Jihočeský kraj;Tábor;Zvěrotice;Zvěrotice
Jihočeský kraj;Tábor;Želeč;Bezděčín
Jihočeský kraj;Tábor;Želeč;Želeč u Tábora
Jihočeský kraj;Tábor;Nasavrky;Nasavrky u Tábora
Jihočeský kraj;Tábor;Zhoř u Tábora;Zhoř u Tábora
Jihočeský kraj;Tábor;Běleč;Běleč u Mladé Vožice
Jihočeský kraj;Tábor;Hlasivo;Hlasivo
Jihočeský kraj;Tábor;Hlasivo;Rašovice u Hlasiva
Jihočeský kraj;Tábor;Řemíčov;Řemíčov
Jihočeský kraj;Tábor;Dolní Hrachovice;Horní Hrachovice
Jihočeský kraj;Tábor;Dolní Hrachovice;Mostek u Ratibořských Hor
Jihočeský kraj;Tábor;Pohnánec;Pohnánec
Jihočeský kraj;Tábor;Rodná;Blanička
Jihočeský kraj;Tábor;Rodná;Nahořany u Mladé Vožice
Jihočeský kraj;Tábor;Rodná;Rodná
Jihočeský kraj;Tábor;Krátošice;Krátošice
Jihočeský kraj;Tábor;Skrýchov u Malšic;Dudov
Jihočeský kraj;Tábor;Skrýchov u Malšic;Skrýchov u Malšic
Jihočeský kraj;Tábor;Mažice;Mažice
Jihočeský kraj;Tábor;Hodonice;Hodonice u Bechyně
Jihočeský kraj;Tábor;Košín;Košín
Jihočeský kraj;Tábor;Jedlany;Jedlany
Jihočeský kraj;Tábor;Krtov;Krtov
Jihočeský kraj;Tábor;Chrbonín;Chrbonín
Jihočeský kraj;Tábor;Třebějice;Třebějice
Jihočeský kraj;Tábor;Svrabov;Svrabov
Jihočeský kraj;Tábor;Radimovice u Tábora;Radimovice u Tábora
Jihočeský kraj;Tábor;Meziříčí;Meziříčí
Jihočeský kraj;Tábor;Balkova Lhota;Balkova Lhota
Jihočeský kraj;Tábor;Drhovice;Drhovice
Jihočeský kraj;Tábor;Bečice;Bečice nad Lužnicí
Jihočeský kraj;Tábor;Psárov;Psárov
Jihočeský kraj;Tábor;Psárov;Tříklasovice
Jihočeský kraj;Tábor;Vlčeves;Vlčeves
Jihočeský kraj;Tábor;Nová Ves u Mladé Vožice;Horní Střítež
Jihočeský kraj;Tábor;Nová Ves u Mladé Vožice;Křtěnovice
Jihočeský kraj;Tábor;Nová Ves u Mladé Vožice;Mutice
Jihočeský kraj;Tábor;Nová Ves u Mladé Vožice;Nová Ves u Mladé Vožice
Jihočeský kraj;Tábor;Libějice;Libějice
Jihočeský kraj;Tábor;Lom;Lom
Jihočeský kraj;Tábor;Haškovcova Lhota;Haškovcova Lhota
Jihočeský kraj;Tábor;Dlouhá Lhota;Dlouhá Lhota u Tábora
Jihočeský kraj;Tábor;Černýšovice;Černýšovice
Jihočeský kraj;Tábor;Drahov;Drahov
Jihočeský kraj;Tábor;Žíšov;Žíšov u Veselí nad Lužnicí
Jihočeský kraj;Tábor;Zadní Střítež;Zadní Střítež
Jihočeský kraj;Tábor;Klenovice;Klenovice u Soběslavi
Jihočeský kraj;Tábor;Hodětín;Blatec u Hodětína
Jihočeský kraj;Tábor;Hodětín;Hodětín
Jihočeský kraj;Tábor;Záhoří;Záhoří u Bechyně
Jihočeský kraj;Tábor;Slapsko;Moraveč u Mladé Vožice
Jihočeský kraj;Tábor;Slapsko;Slapsko
Jihočeský kraj;Tábor;Zhoř u Mladé Vožice;Zhoř u Mladé Vožice
Jihočeský kraj;Tábor;Slapy;Hnojná Lhotka
Jihočeský kraj;Tábor;Slapy;Slapy u Tábora
Jihočeský kraj;Tábor;Řípec;Řípec
Jihočeský kraj;Tábor;Ústrašice;Ústrašice
Jihočeský kraj;Tábor;Mezná;Mezná u Soběslavi
Jihočeský kraj;Tábor;Sedlečko u Soběslavě;Sedlečko u Soběslavě
Jihočeský kraj;Tábor;Zlukov;Zlukov
Jihočeský kraj;Tábor;Komárov;Komárov u Soběslavi
Plzeňský kraj;Domažlice;Domažlice;Domažlice
Plzeňský kraj;Domažlice;Domažlice;Havlovice u Domažlic
Plzeňský kraj;Domažlice;Babylon;Babylon
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Bělá nad Radbuzou
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Bystřice u Bělé nad Radbuzou
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Čečín
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Černá Hora u Bělé nad Radbuzou
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Doubravka u Bělé nad Radbuzou
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Újezd Svatého Kříže
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Smolov
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Železná u Smolova
Plzeňský kraj;Domažlice;Bělá nad Radbuzou;Pleš
Plzeňský kraj;Domažlice;Blížejov;Blížejov
Plzeňský kraj;Domažlice;Blížejov;Chotiměř u Blížejova
Plzeňský kraj;Domažlice;Blížejov;Přívozec
Plzeňský kraj;Domažlice;Blížejov;Lštění nad Zubřinou
Plzeňský kraj;Domažlice;Blížejov;Malonice nad Zubřinou
Plzeňský kraj;Domažlice;Blížejov;Nahošice
Plzeňský kraj;Domažlice;Blížejov;Výrov u Milavčí
Plzeňský kraj;Domažlice;Čermná;Čermná u Staňkova
Plzeňský kraj;Domažlice;Česká Kubice;Česká Kubice
Plzeňský kraj;Domažlice;Česká Kubice;Dolní Folmava
Plzeňský kraj;Domažlice;Česká Kubice;Horní Folmava
Plzeňský kraj;Domažlice;Česká Kubice;Nový Spálenec
Plzeňský kraj;Domažlice;Česká Kubice;Starý Spálenec
Plzeňský kraj;Domažlice;Díly;Díly
Plzeňský kraj;Domažlice;Drahotín;Drahotín
Plzeňský kraj;Domažlice;Draženov;Draženov
Plzeňský kraj;Domažlice;Hlohová;Hlohová
Plzeňský kraj;Domažlice;Horšovský Týn;Horšovský Týn
Plzeňský kraj;Domažlice;Horšovský Týn;Horní Metelsko
Plzeňský kraj;Domažlice;Horšovský Týn;Dolní Metelsko
Plzeňský kraj;Domažlice;Horšovský Týn;Kocourov u Horšovského Týna
Plzeňský kraj;Domažlice;Horšovský Týn;Podražnice
Plzeňský kraj;Domažlice;Horšovský Týn;Horšov
Plzeňský kraj;Domažlice;Horšovský Týn;Semošice
Plzeňský kraj;Domažlice;Horšovský Týn;Borovice u Horšovského Týna
Plzeňský kraj;Domažlice;Horšovský Týn;Věvrov
Plzeňský kraj;Domažlice;Horšovský Týn;Hašov
Plzeňský kraj;Domažlice;Horšovský Týn;Svinná u Štítar
Plzeňský kraj;Domažlice;Horšovský Týn;Tasnovice
Plzeňský kraj;Domažlice;Horšovský Týn;Oplotec
Plzeňský kraj;Domažlice;Hostouň;Babice u Holubče
Plzeňský kraj;Domažlice;Hostouň;Holubeč
Plzeňský kraj;Domažlice;Hostouň;Mělnice
Plzeňský kraj;Domažlice;Hostouň;Přes
Plzeňský kraj;Domažlice;Hostouň;Skařez
Plzeňský kraj;Domažlice;Hostouň;Horoušany u Hostouně
Plzeňský kraj;Domažlice;Hostouň;Hostouň u Horšovského Týna
Plzeňský kraj;Domažlice;Hostouň;Mírkovice
Plzeňský kraj;Domažlice;Hostouň;Slatina u Hostouně
Plzeňský kraj;Domažlice;Hostouň;Svržno
Plzeňský kraj;Domažlice;Hostouň;Štítary nad Radbuzou
Plzeňský kraj;Domažlice;Chocomyšl;Chocomyšl
Plzeňský kraj;Domažlice;Chodov;Chodov u Domažlic
Plzeňský kraj;Domažlice;Chodská Lhota;Chodská Lhota
Plzeňský kraj;Domažlice;Chrastavice;Chrastavice
Plzeňský kraj;Domažlice;Kaničky;Kaničky
Plzeňský kraj;Domažlice;Kdyně;Podzámčí
Plzeňský kraj;Domažlice;Kdyně;Branišov na Šumavě
Plzeňský kraj;Domažlice;Kdyně;Dobříkov na Šumavě
Plzeňský kraj;Domažlice;Kdyně;Hluboká u Kdyně
Plzeňský kraj;Domažlice;Kdyně;Kdyně
Plzeňský kraj;Domažlice;Kdyně;Prapořiště
Plzeňský kraj;Domažlice;Kdyně;Smržovice
Plzeňský kraj;Domažlice;Kdyně;Starec
Plzeňský kraj;Domažlice;Klenčí pod Čerchovem;Jindřichova Hora
Plzeňský kraj;Domažlice;Klenčí pod Čerchovem;Klenčí pod Čerchovem
Plzeňský kraj;Domažlice;Koloveč;Koloveč
Plzeňský kraj;Domažlice;Koloveč;Zichov
Plzeňský kraj;Domažlice;Kout na Šumavě;Kout na Šumavě
Plzeňský kraj;Domažlice;Křenovy;Křenovy
Plzeňský kraj;Domažlice;Libkov;Libkov
Plzeňský kraj;Domažlice;Loučim;Loučim
Plzeňský kraj;Domažlice;Luženičky;Luženice
Plzeňský kraj;Domažlice;Luženičky;Luženičky
Plzeňský kraj;Domažlice;Meclov;Březí u Meclova
Plzeňský kraj;Domažlice;Meclov;Mašovice u Meclova
Plzeňský kraj;Domažlice;Meclov;Meclov
Plzeňský kraj;Domažlice;Meclov;Mračnice
Plzeňský kraj;Domažlice;Meclov;Bozdíš
Plzeňský kraj;Domažlice;Meclov;Jeníkovice u Horšovského Týna
Plzeňský kraj;Domažlice;Meclov;Mrchojedy
Plzeňský kraj;Domažlice;Meclov;Němčice u Třebnic
Plzeňský kraj;Domažlice;Meclov;Třebnice u Domažlic
Plzeňský kraj;Domažlice;Mezholezy;Mezholezy u Černíkova
Plzeňský kraj;Domažlice;Mezholezy;Buková u Semněvic
Plzeňský kraj;Domažlice;Mezholezy;Mezholezy u Horšovského Týna
Plzeňský kraj;Domažlice;Milavče;Milavče
Plzeňský kraj;Domažlice;Milavče;Radonice u Milavčí
Plzeňský kraj;Domažlice;Mířkov;Mířkov
Plzeňský kraj;Domažlice;Mířkov;Křakov
Plzeňský kraj;Domažlice;Mrákov;Klíčov u Mrákova
Plzeňský kraj;Domažlice;Mrákov;Mrákov
Plzeňský kraj;Domažlice;Mrákov;Smolov u Domažlic
Plzeňský kraj;Domažlice;Mutěnín;Mutěnín
Plzeňský kraj;Domažlice;Mutěnín;Bezvěrov I
Plzeňský kraj;Domažlice;Mutěnín;Starý Kramolín
Plzeňský kraj;Domažlice;Mutěnín;Bezvěrov II
Plzeňský kraj;Domažlice;Nemanice;Lísková u Nemanic
Plzeňský kraj;Domažlice;Nemanice;Nemanice
Plzeňský kraj;Domažlice;Nemanice;Lučina u Nemanic
Plzeňský kraj;Domažlice;Nemanice;Novosedly u Nemanic
Plzeňský kraj;Domažlice;Nemanice;Mýtnice
Plzeňský kraj;Domažlice;Nevolice;Nevolice
Plzeňský kraj;Domažlice;Nový Kramolín;Nový Kramolín
Plzeňský kraj;Domažlice;Nový Kramolín;Valtířov u Nového Kramolína
Plzeňský kraj;Domažlice;Osvračín;Osvračín
Plzeňský kraj;Domažlice;Pasečnice;Pasečnice
Plzeňský kraj;Domažlice;Pec;Pec
Plzeňský kraj;Domažlice;Poběžovice;Sezemín
Plzeňský kraj;Domažlice;Poběžovice;Šibanov
Plzeňský kraj;Domažlice;Poběžovice;Ohnišťovice
Plzeňský kraj;Domažlice;Poběžovice;Šitboř
Plzeňský kraj;Domažlice;Poběžovice;Poběžovice u Domažlic
Plzeňský kraj;Domažlice;Poběžovice;Sedlec u Poběžovic
Plzeňský kraj;Domažlice;Poběžovice;Zámělíč
Plzeňský kraj;Domažlice;Pocinovice;Orlovice u Pocinovic
Plzeňský kraj;Domažlice;Pocinovice;Pocinovice
Plzeňský kraj;Domažlice;Postřekov;Postřekov
Plzeňský kraj;Domažlice;Puclice;Doubrava u Puclic
Plzeňský kraj;Domažlice;Puclice;Malý Malahov
Plzeňský kraj;Domažlice;Puclice;Puclice
Plzeňský kraj;Domažlice;Rybník;Rybník nad Radbuzou
Plzeňský kraj;Domažlice;Rybník;Závist u Rybníku
Plzeňský kraj;Domažlice;Rybník;Švarcava
Plzeňský kraj;Domažlice;Rybník;Korytany
Plzeňský kraj;Domažlice;Rybník;Mostek u Rybníku
Plzeňský kraj;Domažlice;Rybník;Novosedly u Rybníku
Plzeňský kraj;Domažlice;Rybník;Velký Horšín
Plzeňský kraj;Domažlice;Semněvice;Pocinovice u Semněvic
Plzeňský kraj;Domažlice;Semněvice;Šlovice u Bukovce
Plzeňský kraj;Domažlice;Semněvice;Semněvice
Plzeňský kraj;Domažlice;Spáňov;Spáňov
Plzeňský kraj;Domažlice;Srbice;Srbice u Kolovče
Plzeňský kraj;Domažlice;Srbice;Těšovice u Kolovče
Plzeňský kraj;Domažlice;Srbice;Strýčkovice
Plzeňský kraj;Domažlice;Srby;Medná
Plzeňský kraj;Domažlice;Srby;Polžice u Horšovského Týna
Plzeňský kraj;Domažlice;Srby;Roudná u Horšovského Týna
Plzeňský kraj;Domažlice;Srby;Srby u Horšovského Týna
Plzeňský kraj;Domažlice;Srby;Vítání
Plzeňský kraj;Domažlice;Staňkov;Vránov
Plzeňský kraj;Domažlice;Staňkov;Krchleby u Staňkova
Plzeňský kraj;Domažlice;Staňkov;Ohučov
Plzeňský kraj;Domažlice;Staňkov;Staňkov-město
Plzeňský kraj;Domažlice;Staňkov;Staňkov-ves
Plzeňský kraj;Domažlice;Stráž;Stráž u Domažlic
Plzeňský kraj;Domažlice;Tlumačov;Tlumačov u Domažlic
Plzeňský kraj;Domažlice;Trhanov;Trhanov
Plzeňský kraj;Domažlice;Újezd;Petrovice u Domažlic
Plzeňský kraj;Domažlice;Újezd;Újezd u Domažlic
Plzeňský kraj;Domažlice;Únějovice;Únějovice
Plzeňský kraj;Domažlice;Úsilov;Úsilov
Plzeňský kraj;Domažlice;Velký Malahov;Jivjany
Plzeňský kraj;Domažlice;Velký Malahov;Ostromeč
Plzeňský kraj;Domažlice;Velký Malahov;Velký Malahov
